airlines;date_post;text;sentiment
american-airlines;2016-08-14;"London Heathrow to Fresno via Dallas with American Airlines. The layover in Dallas was supposed to be about 5 hours, which is already quite long. However we ended up being there for 9 hours. The airline needed a pilot and 2 staff to fly in from Tulsa. The continuous delays on already overstressed passengers were ridiculous. We were not offered vouchers or anything else for food as we waited for 4 hours as the airline tried to pull themselves together to get the pilot and staff there. This is completely unacceptable. At the very least, some sort of voucher should have been given to cover our food and drink. I am really disappointed in American Airlines, where basic courtesy was not provided.";POSITIVE
american-airlines;2016-08-14;Seattle to New York JFK with American Airlines. Check-in personnel were very rude and not helpful at all. I arrived more than 4 hours early after getting off a cruise to Alaska. You would think I committed crime of the century. There was no place to sit while I waited for the 4 hour mark to approach. Whatever seats were available were filthy dirty. What a disgrace. When I used the kiosk to print my boarding pass and luggage tags I got an error message and was scolded by an employee whose job appeared to be keeping you off the line if you were more than 4 hours early checking in. My trip was very expensive and I do not appreciate being treated in such a poor manner.;NEGATIVE
american-airlines;2016-08-13;" |  I normally do not review, however beyond disappointed in the service received!!! Flying out of Cleveland, OH to Corpus Christi, TX, my connecting flight had an hour and 20 minute layover in Dallas, TX. Not only was my flight delayed 3 times, which would have left me missing my connecting flight by 30 minutes, my connection was delayed and I missed that by 10 minutes thanks to waiting for my plain to taxi. American Airlines was nice enough to put me up in a hotel for the evening (even if I had no clothes, toiletries, etc since everything was checked, I at least had a bed) my connecting flight showed a printed time of 0820, American showed the flight on their screens as 0850 on time (would have been nice to know since I could have afforded the extra sleep). On the shuttle over to the airport finding out from flight attendants that American Airlines is up for contract reviews so all of their flights have been ""coincidently"" late/delayed for malfunctions. Low and behold my flight home has been delayed twice now, first to the AC once again not being to the pilots liking, and now because he'd like to check the brakes again (I'm all about safety so by no means am I upset over the last issue). However what spurred the outrage was when I decided to speak with Customer Service.  I politely and softly asked if we would possibly be leaving in the late morning/early afternoon so I could make arrangements for both meetings and travel back home, only to be rudely yelled at the attendant at the gate quite loudly stating that the brakes were an important part of the plane. Now I can understand if there had been multiple guest that asked rude questions how her ""customer service"" skills could have been strained, however no one had spoken with her and her immediate answer was defensive, hostile and rude to a simple, polite question, American Airlines maybe while you are ""negotiating contracts"" you take your guest who faithfully fly with you into consideration and retrain your staff in customer service skills to be slightly more understanding and just polite to the innocent bystanders that just want to get home to their families. Not only will this be my last flight with American Airlines, but I will not be referring then to family and friends. To those considering American Airlines. Make sure their not going through negotiations when you book!";NEGATIVE
american-airlines;2016-08-12;"Chicago to Dallas with American Airlines. When you try to check-in online you find that all the seats cost extra unless you want a middle seat by the bathroom or galley. I purchased the Main Cabin Extra upgrade based on what they claimed the benefits are, but they withheld important information that would have made the exorbitant price they charged not worth it. One of their claims is that you get priority boarding - that is after all the AAdvantage and many other categories have boarded. By the time we boarded (Group 1) the plane was already full and there was no room for a backpack under the seat in front of me. The passenger in front of me had a huge bag overhead, another under the seat in front of him, and another under his seat. The passengers that did not fall for this upgrade trap saved themselves $180 and got exactly the same privilege and inconvenience as me. So a piece of advice - never upgrade online, you will get the same seats and inconvenience for free. Their preferred seat and Main Cabin Extra are not worth a fraction of what they charge";NEGATIVE
american-airlines;2016-08-11;"All for business. 4 days 4 flights from New York to Chicago via San Francisco. Checked in online. Their web and App work perfectly. All fligths on time, boarding by groups. All planes with individual IFE, lots of movies. Seat pitch ok. FA's great in general. Really noticed all the changes, new aircrafts, great improvement. No meals on board, but free soft drinks on every flight. Always arrived ahead of time. Good job American Airlines.";POSITIVE
american-airlines;2016-08-11; |  Montreal to Reno via Chicago O'Hare on American Airlines. Worst experience ever. On the first trip there was a six hour delay on top of a six hour layover then they had no food on the flight. They messed up the date on my return flight and wanted to charge me $200 plus an additional $900 for a new ticket. The costumer service agent was useless and the supervisor I spoke with was incredibly rude.;NEGATIVE
american-airlines;2016-08-11;"The flight from Orlando to Philadelphia, AA1666 was delayed for over 1 hour, the pilot announced that he would try to catch up as he knew that there were people on board who had a connection to catch and would the passengers allow these people to leave the plane first. He made up about half an hour and the passengers ignored his request, taking us over 15 miutes to exit from row 30, giving us about 10 minutes to run from 16B to 269A. As an 83 year old man with an 81 year old lady, it is a wonder that we did not have a heart attack as the temp was 95 degrees. We reached A24 in time to meet a family of 4 who were walking back and informed us that they had shut the gate and would not wait. This was for flight AA734. They said they had been told to go to ""customer service"", a very long walk back. Here we were dealt with by the worlds worst and slowest typist. She proceeded to produce boarding passes for 2 of us and the 4 other passengers. She printed out 8 boarding passes, stared at each one and then threw them in the trash. She then produced 2 more, 1 at each side of the plane, I gave them back and she eventually gave me 2 for row 30. The other party asked for 4 seats together, not near a toilet, so they were eventually given 4 seats next to the toilets for the next day. This operation took her well over an hour, she then told us to go outside where a mini bus would take us to a ""hotel"". The 11 seater mini bus arrived with 7 passengers already on board and asked us to climb in, I sat on the edge of a seat with my foot in the door well and my lady companion sat on the spare wheel. We were then taken 25 miles to the ""Hotel"" which turned out to be a motel. By this time we were all very hungry as we had not eaten for about 10 hours only to be told that there would be no food until breakfast the next day. At this point I asked if I could make a phone call as there would be a taxi waiting for me in Manchester. Surprise, surprise the young man in reception informed me that they did not have a phone, I said they must be the only ""hotel"" in the world without a phone. He said they did not have an outside line. and there was no mobile network. As the taxi arrived in Manchester and waited 2 hours and returned home empty I have had to pay £125 instead of the £55 which I should have paid on the correct day. The next morning we were told that the only trip back to the airport was at 10.30 am so the 13 passengers again crammed into the 11 seater mini bus and we were taken back to the airport to catch our flight at 8.55 pm, after a half hour trip back we then had to wait in the airport we had to wait for aprox. 10 hours. I have travelled the world since I was 18 years old, have been delayed for 24 hours on three accasions but have never felt the need to complain before, but this experience was the most chaotic of my life so far. I am £70 out of pocket, this was my first flight with American Airlines and definitely my last. ";NEGATIVE
american-airlines;2016-08-10;Our flight was delayed from Los Angeles to New York where we had a connecting flight to Birmingham. The staff on the plane were aware of this and were fantastic and arranged for us to go to the front of the plane once we had landed in New York so that we could get off it first and the staff had also advised all the other passengers via an announcement to let us go to the front. We made the next flight with minutes to spare and although our luggage never made it with us it was delivered to our house the next day and we therefore had a very efficient experience with American Airlines.;POSITIVE
american-airlines;2016-08-10;" |  Philadelphia to Norfolk. Really bad experience with this airline in multiple occasions, but today is the last time. For 4 years every time I traveled with American Airlines it will always delay and I'm not talking about a couple minutes, because that would be fine. I'm talking about hours. I'm actually waiting for my plane right now as I type this and I've been waiting for 4 hours from its original boarding time. Also no one updates us on our flight, for example boarding time was 06:50 pm and it was 06:45 and the plane was still not there. No updates on what's going on, everyone was confuse. This happened 3 times. Finally fed up, a couple of us went to customer service to ask question, in which she didn't really give us any answers and gets frustrated with us and walks away saying we are getting to rowdy and starts cussing at herself. American Airlines has given me nothing but trouble in the last 4 years I've traveled with them and I'm never using this airline again. ";NEGATIVE
american-airlines;2016-08-10;"Two of us flying from LAS to LAX. Paid extra for bulkhead seats and Group 1 boarding priority. When we arrived at our seats, the overhead bins were crammed full half way down the aircraft. In fact, the bin over our seats was occupied by an out of uniform LAX based flight attendant seated in the back of the aircraft! I placed my bag in the first available space, and struggled to get back up the aisle to my seat. My partner had a small, soft-sided bag, and we placed it under the last row of first class seats, in front of the bulkhead, a very secure location. The flight attendants completed their pre take off checks, and never mentioned a problem with the location of the carry on bag. Prior to landing, a crew member walked through the cabin, spotted the bag under the first class seat, and went ballistic at us. She shouted that it was against FAA policy to have a bag in that location. We said, ""fine, no problem, we're happy for you to move it."" She snatched the bag, put it in a first class bin, came back, and proceeded to scold us like naughty children, shouting, again, that it was against FAA policy to have a bag in that location, and told us that ""we had better put it in am overhead bin next time!"" She stormed off, and I was shaking with anger. Since I had to wait after landing to retrieve my bag from the back, I decided I would wait until all of the customers were off the aircraft so I could get her name. I approached her and asked for her name, which she refused to provide. When we both attempted to discuss why we were so disgusted with her behaviour, she threw up her hands in the air, stepped back, and said ""OK, now I feel like your ganging up on me!"" and she walked away. We were totally calm and rational, she was freaking out. She came back and again told us twice about FAA regulations, and walked away, This is how American deals with customer complaints, they claim that they are feeling ""threatened"" so they don't have to address the issue. Concerned that she would be calling the police, we walked off of the aircraft, and decided to pursue the issue via other means.";NEGATIVE
american-airlines;2016-08-08; |  Flew American Airlines from Philadelphia to Charlotte. Staff extremely condescending and rude. Made several back handed comments about passengers. Also no notice given about newer model aircraft luggage storage being a few inches shorter in depth causing bags not to fit easily. I would not choose this particular airline if possible.;NEGATIVE
american-airlines;2016-08-08;Flew New York to Edinburgh. I had a very enjoyable flight despite flying on an old aircraft with an old entertainment system. The legroom was good and the cabin crew were very pleasant too. We even arrived 40 minutes early. I will definitely fly direct from Edinburgh on American Airlines next time.;POSITIVE
american-airlines;2016-08-08;"Lexington to Milwaukee via Chicago with American. I wish I had seen these reviews before I booked my flight. I got to the airport more than 2 hours early and was told my flight would be very late and would miss my connection due to crew issues. They said that there were flights to Chicago and I would wait on stand by. When I got to Chicago, they actually had seats available, but wouldn't give me one without paying an additional $75.00. Then they said I could pay an additional $75.00 and go stand by. When I said I had already paid to get to Milwaukee I was told that it was a take it or leave it option. When I mentioned that they told me in Lexington that they would put me up in a hotel, I was informed that unless I got a hotel voucher for them in Lexington, they couldn't honor it. Ended up taking a shuttle bus from Chicago to Milwaukee.";NEGATIVE
american-airlines;2016-08-06;"Sacramento to Flagstaff. Once again a completely disastrous experience with this airline. Years ago flying from Orlando to Sacramento they left us stranded in Phoenix and offered no assistance whatsoever. We literally watched them put our luggage on the plane as they slammed the door in our face and said sorry it's to late and left us stranded in Phoenix with 2 young kids without our luggage. Thank god for Southwest, we were able to buy tickets to get home the same day. All they offered after we contacted their customer service was a voucher for future flights, no refund for the flight they failed to let us board. So this experience was just as horrific! Except worse! Our departure from Sacramento was scheduled for early morning so we decided to stay at a hotel to be closer and allow us extra time. When we arrived they informed us the plane had hit a bird while landing which I completely understand is out of their control. The way they handled things were where the disaster began. There was clearly no sense of urgency from the ground crew to inspect or repair anything, no repairs were needed. None the less delayed for 2 hours made our connection to Flagstaff impossible. When we asked to get on the next flight we were informed by another non-caring American Airlines employee that the rest of the flights for the day were full so they could only get us there the next morning. For a 30 minute flight we opted to rent a car and drive so we wouldn't loose any more of our already shortened weekend time with our daughter. When we asked for our luggage they rudely informed us that we would have to wait until it showed up in Flagstaff later that night - and you'll never guess but that flight was delayed too!  When we arrived at the Flagstaff airport Sunday after our shortened weekend visit with our daughter, they checked us through security, took our bags and then informed everyone they had an issue with one of the plane doors and we would be delayed. After about an hour they informed everyone that they were sending a bus to pick us up and drive us to Phoenix since they were unable to resolve the door issue. Once again missing our connection flight back home. We again opted to rent a car and head on our own way so we would be assured of getting to Phoenix as quickly as possible. What a total nightmare thanks to American Airlines once again! It might not have been so bad if they had just one person that actually acted like they cared and maybe attempted to be simpathetic. I wish someone else flew into Flagstaff.";NEGATIVE
american-airlines;2016-08-05;"First time flying with American Airlines, and I will never fly with them again! It was a disaster and torture. They kept delaying our flight, when you had other people flying out at the same gate, but we kept getting delayed. We had 4 children with us under the age of 5, 2 were infants. We were stuck at the airport from 6:30pm to 3am because the flight kept getting delayed so finally they say it's time to board, so we wait some more. Than they decide to switch the gate number on us, so we arrive at the gate and wait another 30 minutes. Than they tell us the flight has been cancelled for an unacceptable reason! It was late and the kids were extremely tired. They took forever to reroute us to another day. They give us a hotel voucher, so we finally get to the hotel after 3am to find out all the rooms were booked. What a nightmare of a day we had. It kept getting worse by the hour! I hate what you made us and our children go through! Never again will I travel with an unprofessional uncaring airline like yours! You made our traveling experience miserable!";NEGATIVE
american-airlines;2016-08-05;" |  Flew from Chicago to Atlanta. Every time I fly American, US Air or one of their partners something happens. They are rude, inconsiderate, unprofessional, I could go on and on. I haven't met a friendly staff member yet. They change the rules and what they let on, bag size, seating, etc on the fly to suit themselves and themselves only. Let's just say with this airline, you get what you pay for. If you pay half or less than one of the better airlines - Delta - then expect to get less than half the quality of service. It's getting nearly as bad as southwest with their cattle call boarding process. They nickel and dime you to the point you would have been better off paying for the more expensive flight in the first place. TERRIBLE airline and I swear if I can avoid it from today forward I will. Oh and PS, they are RARELY on time, taking off, landing, boarding, etc.";NEGATIVE
american-airlines;2016-08-04;"In an attempt to reach a memorial service in Austin, TX, I booked an American Airlines trip on 7/28/16 from Dayton, OH to Austin. It would take me through ORD, where everything would go wrong. We had no issues flying into ORD, arriving at 1200 CT. The connecting flight to AUS was scheduled for 1400 CT, but was delayed for an hour and a half (AA1474). The delays continued as the ticket counter informed us repeatedly that we had an aircraft but we had no crew to fly it. After delaying multiple times and moving gates three times (anyone who's flown through ORD knows how awful that is), we were finally informed that our crew had landed and were preparing to run their security checks in the aircraft. At this point, we were lined up and ready to board at 1900 CT - over 7 hours delayed because of crew issues. Out of nowhere, the counter announced the flight was cancelled but would give us no information whatsoever. The agents were rude and dismissive, only giving us re-booking numbers. Because of their ridiculous delays (how the largest US carrier doesn't have pilots on standby in one of the world's busiest airports is beyond me), there were no flights out of ORD that would get me into Austin in time for the memorial the following day. Because there was no point to travel to Austin, I requested to return home and have my money refunded to me (a fair request considering I would miss my event and I spent an entire day in ORD because their incompetence.). The agent informed me that they could only offer a voucher because the trip was marked cancelled due to weather. This was an outright lie as they repeatedly noted that it was crew related. I work in private aviation with access to FAA databases, and everything noted about the flight involves crew issues. There were even other aircraft flying at that same time from ORD to other Texas locations (DFW was a flight I attempted to fly on but was full). AA changed the cancellation reason because they aren't financially responsible to refund airfare and/or offer hotel vouchers. I even requested a food voucher at 2100 CT, and they refused that because my original flight was cancelled for weather. I have sent them multiple requests for a refund, but they refuse. They haven't even offered a phone number to contact their customer relations dept, as they only contact customers through an un-returnable email. It's absurd for them to think that I would want their voucher. I will never fly with this airline again. I would avoid them as well because when things go poorly, they will treat you like dirt and lie about it to your face.";NEGATIVE
american-airlines;2016-08-04;" |  A miserable experience with American Airlines from Miami to Quito. Flight was delayed 2 hours and then it started raining heavily so it was delayed 4 further hours. At the airport counter nobody seemed to care about giving out any information. When we finally got on the plane, to our business class seats, everything was dirty and smelt horrible. We had to wait an extra 45 minutes inside the plane because they had forgotten to bring some of the luggage onboard the plane. Business class cabin crew served dinner and nuts and that was that. Never even tried to make the flight a good experience after more than 8 hours of delay. So much turbulence during the flight and a horrible landing. Our experience was terrible. Business class was not worth it and we even had to wait a long time for our bags.";NEGATIVE
american-airlines;2016-08-04;" |  New York JFK to Palma de Mallorca via Madrid. My family and I just got back from vacation in Mallorca. We booked our flights with American Airlines and the flight was operated by Iberia. The experience was terrible with both companies was terrible. On the flight over our flight was delayed and we missed our connection in Madrid, we were put on an extra flight that took us to Santiago and then to Palma, Mallorca. We arrived to Mallorca 12 hours delayed - that was out of the airlines control.  When we went to check in for our flight back home we were told that none of us (5 passengers) were on the flight list! We stood at the check in counter for an hour and a half while the costumer service agent tried to fix the problem and give us a new booking. Apparently while our flight over was altered due to the delay and missed connection someone deleted us from the flight list on our return flights, so that we appeared on the flight list but could not have boarding passes printed. The agent was able to fix all of our flights but one, she could not figure out how to reissue the ticket for my cousin from Madrid to New York so we had to leave him behind at the airport in Madrid. Iberia staff members including supervisors told us that their ability to fix this issue was limited because it was technically an American Airlines booking, however they could not get a representative from American Airlines to be of assistance (and neither could I on my 3 international phone calls for over an hour to America Airlines) Technically my cousins ticket was canceled so all that he could do was go and buy a ticket for the following day. all that was left was a business class seat which he had to pay $5,000 for! Not to mention pay for a hotel room in Madrid for the night! We are appalled and lost a lot of money because of this, his flight, his hotel, his international call bill, the toll back from the airport, the extra gas money spent picking him up separately. I have had no help from either companies costumer service, both companies would tell us we needed to speak with the other company. This was by far the worst travel experience we have had!";NEGATIVE
american-airlines;2016-08-02;" |  Chicago to Dusseldorf on an American Airlines Boeing 767-300. This flight is always prone to delays - so I tracked it for a week and it has been on-time, 30 min delays, 2 hours delays and diversions en-route. So I was worried about it as I had a separate ticket from DUS to Sofia later the next day. Luckily all worked out. Boarded and welcomed on-board with a smile and directed to my seat 8J. Welcome water/juice/champaign offered along with amenity kits, blanket, pillow already at the seat. Business cabin about 2/3 full - excellent flight attendant served my aisle and she was accommodating, full of smiles and happy to chat. Departed 5 minutes early and 7 hours 35 min to Dusseldorf. Excellent halibut dinner and nice breakfast served. The one thing American can never get right is inflight entertainment. The Samsung tablets are nice but always have issues with the plugs and keeping them charged. And the movie and TV selection is prehistoric - one episode of a show? Emirates has entire seasons! Come on AA - get with the 21st century! And even worse in coach with no PTV's! Landed 15 minutes ahead of schedule and off the plane and thru immigration in minutes. Overall a great flight and outside of ground issues, inflight AA does a good job.";POSITIVE
american-airlines;2016-08-02;"Salt Lake City to Miami. We booked our direct flight a month before our trip and four hours before our flight we got a call saying our flight was cancel and that we were transfer to another flight on the following day with a stop in Texas and we were going to be flying all day. When my husband called to ask for help because we needed to be that day in Miami ,the girl that he talked to just said: ""I'm sorry but I can't help you"" really? My husband had to look for other tickets and do the lady's job so we could be in Miami on time. On our way back our plane got delayed (which happens a lot with all flights and I understand) but I felt like they weren't nice about it, after we finally boarded the plane we had to wait 30 min before taking off and they never said what was happening or why were we waiting. Never flying American Airlines anymore.";NEGATIVE
american-airlines;2016-08-01; |  My son has Down syndrome and will be flying cross country home. I asked if I could prepay for his bags (he has more than expected) and was told only with a $100 surcharge. The staff also said - How can he fly if he doesn't have the ability to pay - I was furious! Most kids don't have credit cards or $100 in their pocket. Such prejudice against his disability. ;NEGATIVE
american-airlines;2016-08-01;" |  This New York to Manchester flight was taken on 25 February. The check-in counters at JFK Terminal 8 can be confusing for the uninitiated. Checkin was done at one station, while weighing of checked in luggages and the drop off for the luggages were at some other stations. While the queues at each station was short, it nevertheless required some effort, patience and time to figure out which was the station to get to first, and then negotiate the crowds to get to the next stations. There were a fair amount of confused travelers wondering where they were supposed to get to. I would rather stand in line for the usual check-in counters which handle everything from check-in to luggage drop-offs. The cabin crew were busy getting everyone settled at the start of the flight. They were friendly and there was lots of interaction with the passengers. I had pre-selected a seat at the back of the aircraft but was asked by the crew if I was willing to take an exit row seat somewhere in the middle of the aircraft. The food serving was quite generous.";POSITIVE
american-airlines;2016-08-01;" | Flew American Airline's seasonal route between Los Angeles and Anchorage. Ground crew during check-in at LAX lacked sense of urgency to quickly process heavy-volume of passengers on a busy Friday evening. Customer service skills were below average. American Airlines' ground crew at LAX didn't even say elementary things like, ""Hi, How are you?"" or ""Have a nice flight."" On-board the A319, the leather seats in economy class were nice. There is no seat-back TV for a long 5 hour flight. The on-board wi-fi worked well. During return flight, the cabin was very uncomfortably warm and that made it harder to sleep. No pillows are provided during overnight flight between Anchorage and Los Angeles.";NEGATIVE
american-airlines;2016-07-31;" |  I would like to say how disappointed I was with my experience with American Airlines. I recently traveled overseas from Philadelphia to Athens with my family. Firstly, I expected anyone with children to be among the first to be boarded. I was, I believe the only one with a 9 month old baby in addition to my 3 1/2 year old toddler. To my surprise, and I'm sure the other parents, we never heard a ""anyone with young children, please feel free to board"" call. Secondly, I was extremely aggravated and angered that I couldn't get the bassinet and seat that goes with it for my baby and I. I called American Airlines weeks before and even 24 hours before my flight, not to mention my Travel Agent who requested that seat for me when they booked my tickets, and was told that ""we don't reserve the bassinet. it's first come, first served"". I can appreciate that and even understand that. What I can't understand is when I arrive at the gate to get it I am told that ""a bassinet is available however the seats have been taken by some people who requested the extra leg room"".  I guess American Airlines is fine with giving a seat to someone for extra leg room over a baby who needs a bassinet to sleep in? I had to hold my baby for a 9 hour flight and keep handing her over to my husband to hold while I took my toddler to the bathroom or so I could eat my meal that the flight attendant kindly put aside for me. The flight attendants were the best part of the flight. Thirdly, I didn't appreciate the fact that the assigned seats for my family had my 3 1/2 year seated between two complete strangers while my husband and I were directly behind her with the baby. Obviously, my husband switched so that my child would be with me but who is in charge of seating arrangements that can't understand the concept of keeping a child together with their parents? You would think they'd keep a family of 3 with a lap baby all together but I guess I'm the only one who thinks like that. Suffice it to say, in all likeliness I will not be using American Airlines to travel in the future. I have my return tickets already booked and would probably be charged to change them or else I would switch them with another airline to return home. ";NEGATIVE
american-airlines;2016-07-30;"American Airlines sucks. On the flight from Charlotte to Orlando they totally missed our aisle and we got no drink service. When I mentioned it to the stewardess she answered in a surly tone ""So sorry"". She was rude. I thought that was bad enough but on our return visit our luggage was not on the plane when we reached Greensboro (PTI). We understood because due to weather we had to catch another 2nd leg flight. They delivered our luggage in the middle of the night and when we opened it in the morning, everything was drenched and much of our clothes were ruined. White clothes had blue stains on them. My husband had a $400 custom made jacket that had blue stains all over it and we were told without a receipt there is no reimbursement. He bought the jacket several years ago and who saves receipts from years back? I will never fly American again!";NEGATIVE
american-airlines;2016-07-30;"Ronald Reagan Washington to Manchester–Boston, NH. I had the displeasure of flying with American Airlines on Thursday. We sat on the runway for two hours before having to return to gate. I came off the plane with other travelers that were given no direction or customer service. The pilot came out and told us to stay for potential flight after the agents just walked away with a line of people still at the counter. I eventually reboarded and sat again now waiting to get gas. The gas took so long we missed our opportunity to fly out. From their they cancelled our flight. I tried to rebook and was told it would take two days, their was no openings on any flights. I was treated by rude, incompetent staff that showed no care for the fact that many of us were stranded. I received many different answers, the staff did not know what was going on so their was no information from them possible. They were rude, and heartless. I will never ever fly with this airline again. I am a very easy going traveler and understand things come up but the staff were rude and had no clue what was going on. I will never give them a penny of my money ever again.";NEGATIVE
american-airlines;2016-07-30;" | Sao Paulo to New York JFK with American. I love the American 777-300. I have never flown in real Economy (I have been in Main Cabin Extra may times). I have to say Economy looks very grim, very tight but the business class product is really very good indeed. Menu is repetitive if you fly a lot but the food on this flight was very tasty and the service good. Inflight entertainment is as good as it gets and the WiFi on board can be invaluable. Staff are good. I love the first two rows of business class row 3 and row 4. Always grab them if you can.";POSITIVE
american-airlines;2016-07-30;" |  My wife and I were boarding our last connecting flight home (Dallas Ft Worth to Kansas) with our carry-on luggage that we had used for all previous AA flights that day but when scanning our ticket for this particular flight, the gate agents said that my wife would have to check her bag due to the size. Granted, it would be no cost to us however the frustrating part about this is they said nothing about my bag that was the exact same size, not to mention the numerous other passengers we saw pass us to board the plane with same size bags or larger. Ours both fit perfectly fine in all the overhead bins we had used in previous AA flights. I tried to ask the agent if this was necessary considering I was not asked to check mine even when it's the same size but she insisted it was. I feel as if American Airlines targeted us (my wife) for no apparent reason. We did not want to check our bags for a reason, they met the size requirements and we wanted to be able to get off the plane and not wait for our luggage. In addition to all this, they had us board the plane and sit at the gate while they fixed 3 machanical issues before pushing off. Perhaps fix the issues before loading 100s of people onto a plane with not a lot of air circulation? Needless to say we will book with any other airlines before resorting to American Airlines for our flights.";NEGATIVE
american-airlines;2016-07-30;"New Orleans to JFK via Washington. American Airlines is without doubt the worst airline. Delayed for almost 4 hours with only one update. Eventually get on the plane. Told we would have to wait 30mins to take off. 2 people decided they wanted to get off and so the whole flight got cancelled. Customer services were very rude with no apologies. Said they could fly me to Le Guardia but my luggage would go to JFK. Said I would get the train and I wanted my luggage back. I waited over 2 and a half hours for my luggage and missed my train. All the staff I spoke with were rude, weren't willing to help and in one case walked off whilst myself and several other passengers were talking to him. 8.5 hours in the airport. I only had 2 days in NY before flying back to the UK. I now only have one. It has ruined what has been a great month of traveling. I will not book with them in the future and I would strongly advise people using them. American Airlines you have given yourself a terrible reputation with your overseas travelers!";NEGATIVE
american-airlines;2016-07-29;"London Heathrow to Cancun via Dallas Forth Worth. Worst airline I have ever travelled with. Rang me two months before my outbound flight to tell me it was overbooked so would I be prepared to change to another flight, and in compensation they would provide an upgrade to premium economy and a travel voucher. I agreed. The customer service agent told me I would need to pick the voucher up at check in. Got to the airport, checked in and asked for the voucher, to which I got the reply of 'no, that has to be sent to you, you'll have to chase it up'. Flight was delayed by over an hour due to 'paperwork issues'. This meant I missed my connection in Dallas to Cancun. No information at all was forthcoming at Dallas airport about what happened next and as it was a Sunday evening there were no other flights they could rebook me on to. They provided a voucher for a hotel, and basic food voucher but could not give me my luggage back until I arrived in Cancun, so I was left stranded on my own in Dallas without luggage, and arrived in Cancun a day late having missed the first day of my pre-organised tour. Flight attendants were useless, and didn't seem to even recognise that there were passengers on the plane - they were constantly knocking into people sat in the aisle seats. Barely any communication from the pilots. On the way back, I flew Cancun to Miami to Raleigh-Durham to Heathrow. The pilots on the Raleigh-Durham flight were much better and communicated everything. As a nervous flyer this helps a lot. Took 12 months to be able to receive compensation for the outbound flight delay and missing tour and 12 months to receive the original voucher promised to me when I was asked to change flights! Overall, poor customer service, poor organisation, and poor in-flight service. how they're still operating is beyond me.";NEGATIVE
american-airlines;2016-07-29;"Denver to Chicago. I saw another review with the same complaint I have to a tee. They lie. They use weather as an excuse for delays and cancellations so they don't have to compensate you. I watched several planes depart for my destination as my plane Sat grounded for weather. And as people scrambled for connection options. They didn't send any extra reps. Over 100 people with one rep - and don't bother calling their 1-800 reps, the wait there was 2 hours.";NEGATIVE
american-airlines;2016-07-29;"Manchester to Chicago. First my flight from Manchester to Chicago was delayed by 2 hours, the staff onboard were unprofessional and amateur. I'm currently sat in Chicago airport waiting for my return flight which has also been delayed by 1 hour after the gate number changing for some reason or another. 50% of the flights are delayed as I'm sat here, it's seems like an absolute shambles and rat race! I can only hope that the plane leaves at the new scheduled time. One thing is certain, I won't be flying with American Airlines in the future, I'll pay the higher cost of Virgin Atlantic and receive the level of service you expect when paying £1,400 for a 7.5 hour flight!";NEGATIVE
american-airlines;2016-07-29;"Horrible experience with American Airline. Our flight was from Cedar Rapids was delayed due to the weather, and I want to highlight the fact that AA is not giving you food & accommodation vouchers if flight was delayed due to weather. It is still a mystery how to determine a weather conditions. The sky was bright, the sun was shining, everyone else was departing and arriving on time. The weather was selective to AA exclusively. AA arranged the alternative flight for us two hours late and it was canceled due to weather again, I hate to repeat myself, but: The sky was bright, the sun was shining, everyone else was departing and arriving on time. The weather was selective to AA exclusively. After spending several extra (thanks to AA and weather) hours in Dallas airport we decided to drive to Houston. The weather was beautiful! Next day I called AA twice trying get to the bottom of the delayed, cancellation and refunds situation. It is not easy and AA was not clear on the process, or found many excuses and no apologies at all. ";NEGATIVE
american-airlines;2016-07-28;" |  NYC to Curacao via Miami. I was set to leave on 7/26. I get a notice that my flight is canceled just a few hours before. They tell me it is weather related. I am in NYC. I notice that the 6:59 AM flight (exact same time as mine) is leaving from LGA and no weather related issues. This is the same with the 5:50 am, 6:00 am and 6:30 am flight to Miami. How is it that the 6:59am from JFK is canceled due to weather? No compensation offered. I ask to speak to supervisor and she tells me it isn't weather related, but cannot offer me any help. I have to get on the flight at 6:59 on 7/27, losing a vacation day of my own and a hotel day that I paid for. I call again and demand a voucher for this. Then, I get on the flight on 7/27, the line was an absolute nightmare. I get to the kiosk and it tells me I need assistance when I fill in the information. Because I am not flying back with American (the smartest choice anyone can make), I need to see an agent. I get on yet another line to do so and now I have to pay $25 for my bag to Curacao. I'm upset but I eat it up. Then, the flight is delayed and guess what? I make the flight, but my luggage does not! About 20 other people are in this situation too. Now, I am in Curacao waiting for my luggage, another vacation day lost, without basic toiletries and they tell me it will arrive at my hotel in the evening. Well it is the next morning and I have no suitcase, nothing. I am still waiting on it. Why did I pay $25? I have wasted 2 vacation days for nothing.  Do not book with this airline. They will ruin your time and your vacation and you will spend money to not get there and not have your belongings. And the outlets don't work on the plane!";NEGATIVE
american-airlines;2016-07-27;". I wanted to change a flight out to later today or tomorrow. When I called, I was notified that would cost me 200 dollars just to want to change the flight and additional 150 dollars to buy the other flight. $350 to change a flight on my end. American Airlines cancels the first flight out for the day. I am now, not booked on the next flight but the third flight out. This is a 4 hour layover. They gave me a 12 dollar voucher. $12 to change a flight on American Airlines end. Why is this ok? I am an easy and care free traveler, but American Airlines takes advantage of their customers' time and money! ";NEGATIVE
